,date,value
1188,4/30/15,1180.25
1189,4/29/15,1209
1190,4/28/15,1209
1191,4/27/15,1200
1192,4/24/15,1183
1193,4/23/15,1185.75
1194,4/22/15,1189.25
1195,4/21/15,1195.3
1196,4/20/15,1196.5
1197,4/17/15,1203.35
1198,4/16/15,1204.35
1199,4/15/15,1192.9
1200,4/14/15,1194.75
1201,4/13/15,1198.9
1202,4/10/15,1207.35
1203,4/9/15,1194.8
1204,4/8/15,1207.25
1205,4/7/15,1211
1206,4/2/15,1198.5
1207,4/1/15,1197
1208,3/31/15,1187
1209,3/30/15,1185.5
1210,3/27/15,1195.75
1211,3/26/15,1203.15
1212,3/25/15,1195.6
1213,3/24/15,1191.5
1214,3/23/15,1186.25
1215,3/20/15,1183.1
1216,3/19/15,1166
1217,3/18/15,1147.25
1218,3/17/15,1150.75
1219,3/16/15,1150.75
1220,3/13/15,1152
1221,3/12/15,1152.25
1222,3/11/15,1150
1223,3/10/15,1162
1224,3/9/15,1168.5
1225,3/6/15,1175.75
1226,3/5/15,1202
1227,3/4/15,1199.5
1228,3/3/15,1212.75
1229,3/2/15,1212.5
1230,2/27/15,1214
1231,2/26/15,1208.25
1232,2/25/15,1204.75
1233,2/24/15,1192.5
1234,2/23/15,1204.5
1235,2/20/15,1208.25
1236,2/19/15,1209.5
1237,2/18/15,1206
1238,2/17/15,1209.5
1239,2/16/15,1229.25
1240,2/13/15,1232.5
1241,2/12/15,1222.5
1242,2/11/15,1223.75
1243,2/10/15,1234.5
1244,2/9/15,1238.5
1245,2/6/15,1241
1246,2/5/15,1259.25
1247,2/4/15,1268.5
1248,2/3/15,1264.25
1249,2/2/15,1272.5
1250,1/30/15,1260.25
1251,1/29/15,1268.75
1252,1/28/15,1288
1253,1/27/15,1288.5
1254,1/26/15,1281.25
1255,1/23/15,1294.75
1256,1/22/15,1295.75
1257,1/21/15,1293.5
1258,1/20/15,1288.75
1259,1/19/15,1273.75
1260,1/16/15,1277.5
1261,1/15/15,1259
1262,1/14/15,1235
1263,1/13/15,1231.5
1264,1/12/15,1226.5
1265,1/9/15,1217.75
1266,1/8/15,1215.5
1267,1/7/15,1210.5
1268,1/6/15,1210.25
1269,1/5/15,1200
1270,1/2/15,1172
