Currency,Date,Price 
BTC,3/4/15,278.1172
BTC,3/3/15,270.7625
BTC,3/2/15,258.8485
BTC,3/1/15,251.9314
BTC,2/28/15,251.03416
BTC,2/27/15,251.28908
BTC,2/26/15,235.67716
BTC,2/25/15,238.15225
BTC,2/24/15,238.93183
BTC,2/23/15,235.14141
BTC,2/22/15,245.145
BTC,2/21/15,245.70566
BTC,2/20/15,241.07183
BTC,2/19/15,237.1035
BTC,2/18/15,242.93183
BTC,2/17/15,235.71275
BTC,2/16/15,230.1355
BTC,2/15/15,256.21758
BTC,2/14/15,237.65716
BTC,2/13/15,223.96716
BTC,2/12/15,218.72833
BTC,2/11/15,223.00366
BTC,2/10/15,220.16725
BTC,2/9/15,222.78408
BTC,2/8/15,225.73291
BTC,2/7/15,225.46666
BTC,2/6/15,219.75625
BTC,2/5/15,226.554
BTC,2/4/15,225.83858
BTC,2/3/15,237.65175
BTC,2/2/15,229.80441
BTC,2/1/15,216.66066
BTC,1/31/15,226.94116
BTC,1/30/15,233.141
BTC,1/29/15,235.948
BTC,1/28/15,257.447
BTC,1/27/15,258.5374
BTC,1/26/15,283.59769
BTC,1/25/15,251.606
BTC,1/24/15,231.4242
BTC,1/23/15,226.30419
BTC,1/22/15,230.6754
BTC,1/21/15,212.28249
BTC,1/20/15,211.5401
BTC,1/19/15,212.2711
BTC,1/18/15,195.59467
BTC,1/17/15,209.1655
BTC,1/16/15,220.5745
BTC,1/15/15,193.3511
BTC,1/14/15,219.128
BTC,1/13/15,243.081
BTC,1/12/15,268.10199
BTC,1/11/15,277.64999
BTC,1/10/15,286.688
BTC,1/9/15,281.03625
BTC,1/8/15,290.485
BTC,1/7/15,283.84125
BTC,1/6/15,272.0175
BTC,1/5/15,270.813
BTC,1/4/15,277.853
BTC,1/3/15,311.14099
BTC,1/2/15,314.49899
BTC,1/1/15,317.204
BTC,12/31/14,309.903
BTC,12/30/14,313.994
BTC,12/29/14,315.64
BTC,12/28/14,316.009
BTC,12/27/14,320.868
BTC,12/26/14,318.563
BTC,12/25/14,321.386
BTC,12/24/14,332.053
BTC,12/23/14,328.701
BTC,12/22/14,320.03499
BTC,12/21/14,321.89299
BTC,12/20/14,319.196
BTC,12/19/14,306.45999
BTC,12/18/14,317.405
BTC,12/17/14,330.536
BTC,12/16/14,338.547
BTC,12/15/14,348.674
BTC,12/14/14,347.348
BTC,12/13/14,346.742
BTC,12/12/14,348.272
BTC,12/11/14,341.041
BTC,12/10/14,348.898
BTC,12/9/14,357.884
BTC,12/8/14,373.155
BTC,12/7/14,373.744
BTC,12/6/14,373.414
BTC,12/5/14,368.3618
BTC,12/4/14,376.382
BTC,12/3/14,382.452
BTC,12/2/14,377.862
BTC,12/1/14,376.13218
BTC,11/30/14,376.851
BTC,11/29/14,375.44
BTC,11/28/14,368.983
BTC,11/27/14,372.819
BTC,11/26/14,375.498
BTC,11/25/14,381.20666
BTC,11/24/14,367.83
BTC,11/23/14,356.8
BTC,11/22/14,352.42
BTC,11/21/14,348.565
BTC,11/20/14,376.16
BTC,11/19/14,375.83333
BTC,11/18/14,384.93
BTC,11/17/14,400.47166
BTC,11/16/14,377.08
BTC,11/15/14,394.92666
BTC,11/14/14,389.00333
BTC,11/13/14,442.10666
BTC,11/12/14,376.99666
BTC,11/11/14,368.07666
BTC,11/10/14,358.50166
BTC,11/9/14,343.065
BTC,11/8/14,344.81166
BTC,11/7/14,346.775
BTC,11/6/14,336.585
BTC,11/5/14,332.45666
BTC,11/4/14,324.71833
BTC,11/3/14,331.60083
BTC,11/2/14,325.22633
BTC,11/1/14,338.0105
BTC,10/31/14,343.55875
BTC,10/30/14,335.53625
BTC,10/29/14,348.9025
BTC,10/28/14,349.79625
BTC,10/27/14,350.9775
BTC,10/26/14,345.1925
BTC,10/25/14,353.6325
BTC,10/24/14,351.7825
BTC,10/23/14,376.59
BTC,10/22/14,382.93875
BTC,10/21/14,380.0575
BTC,10/20/14,381.72375
BTC,10/19/14,390.95875
BTC,10/18/14,378.675
BTC,10/17/14,376.26875
BTC,10/16/14,392.56625
BTC,10/15/14,396.34625
BTC,10/14/14,392.7825
BTC,10/13/14,371.15625
BTC,10/12/14,356.99875
BTC,10/11/14,359.2025
BTC,10/10/14,368.59625
BTC,10/9/14,351.34625
BTC,10/8/14,326.2325
BTC,10/7/14,337.23375
BTC,10/6/14,308.07875
BTC,10/5/14,335.98125
BTC,10/4/14,360.7525
BTC,10/3/14,372.0575
BTC,10/2/14,381.7475
BTC,10/1/14,387.94
BTC,9/30/14,376.08375
BTC,9/29/14,377.97875
BTC,9/28/14,398.84
BTC,9/27/14,403.4975
BTC,9/26/14,410.15
BTC,9/25/14,416.12
BTC,9/24/14,427.8125
BTC,9/23/14,399.5025
BTC,9/22/14,399.0975
BTC,9/21/14,405.79625
BTC,9/20/14,410.08
BTC,9/19/14,425.4475
BTC,9/18/14,449.95875
BTC,9/17/14,464.55375
BTC,9/16/14,471.08375
BTC,9/15/14,475.02125
BTC,9/14/14,475.37875
BTC,9/13/14,471.5325
BTC,9/12/14,473.6725
BTC,9/11/14,479.4175
BTC,9/10/14,474.29125
BTC,9/9/14,468.5775
BTC,9/8/14,473.58625
BTC,9/7/14,481.88375
BTC,9/6/14,480.9075
BTC,9/5/14,485.65125
BTC,9/4/14,475.65
BTC,9/3/14,476.88375
BTC,9/2/14,477.98375
BTC,9/1/14,474.5425
BTC,8/31/14,502.055
BTC,8/30/14,504.70625
BTC,8/29/14,506.025
BTC,8/28/14,514.62375
BTC,8/27/14,513.39125
BTC,8/26/14,504.62625
BTC,8/25/14,503.32125
BTC,8/24/14,501.63125
BTC,8/23/14,507.51
BTC,8/22/14,508.12875
BTC,8/21/14,519.015
BTC,8/20/14,472.91
BTC,8/19/14,455.91625
BTC,8/18/14,489.4675
BTC,8/17/14,516.62625
BTC,8/16/14,487.56625
BTC,8/15/14,511.4725
BTC,8/14/14,534.54
BTC,8/13/14,565.55125
BTC,8/12/14,566.31625
BTC,8/11/14,588.7525
BTC,8/10/14,586.05875
BTC,8/9/14,585.39625
BTC,8/8/14,595.80875
BTC,8/7/14,583.62375
BTC,8/6/14,582.52125
BTC,8/5/14,582.33375
BTC,8/4/14,585.80125
BTC,8/3/14,581.52
BTC,8/2/14,593.80625
BTC,8/1/14,583.39
BTC,7/31/14,564.57
BTC,7/30/14,580.5175
BTC,7/29/14,585.44875
BTC,7/28/14,580.11
BTC,7/27/14,592.96375
BTC,7/26/14,597.585
BTC,7/25/14,602.93125
BTC,7/24/14,617.6875
BTC,7/23/14,618.4475
BTC,7/22/14,622.10749
BTC,7/21/14,617.96124
BTC,7/20/14,623.00625
BTC,7/19/14,623.99625
BTC,7/18/14,623.49749
BTC,7/17/14,614.68875
BTC,7/16/14,619.8075
BTC,7/15/14,618.73875
BTC,7/14/14,621.42499
BTC,7/13/14,627.69
BTC,7/12/14,634.35749
BTC,7/11/14,616.83124
BTC,7/10/14,621.3075
BTC,7/9/14,620.72
BTC,7/8/14,621.24249
BTC,7/7/14,631.29875
BTC,7/6/14,631.03
BTC,7/5/14,628.41625
BTC,7/4/14,643.95124
BTC,7/3/14,642.65125
BTC,7/2/14,637.85625
BTC,7/1/14,647.12249
BTC,6/30/14,597.51333
BTC,6/29/14,598.73333
BTC,6/28/14,597.66833
BTC,6/27/14,582.43166
BTC,6/26/14,571.76666
BTC,6/25/14,575.905
BTC,6/24/14,584.64166
BTC,6/23/14,592.405
BTC,6/22/14,599.57
BTC,6/21/14,582.04499
BTC,6/20/14,594.09333
BTC,6/19/14,601.88666
BTC,6/18/14,610.41333
BTC,6/17/14,592.25666
BTC,6/16/14,589.06666
BTC,6/15/14,570.28833
BTC,6/14/14,588.52333
BTC,6/13/14,585.48333
BTC,6/12/14,632.55
BTC,6/11/14,642.00666
BTC,6/10/14,644.085
BTC,6/9/14,652.11
BTC,6/8/14,652.59166
BTC,6/7/14,648.60166
BTC,6/6/14,652.52666
BTC,6/5/14,642.89166
BTC,6/4/14,627.79833
BTC,6/3/14,660.24666
BTC,6/2/14,634.98333
BTC,6/1/14,638.16333
BTC,5/31/14,612.12666
BTC,5/30/14,571.845
BTC,5/29/14,562.4
BTC,5/28/14,572.44833
BTC,5/27/14,581.51
BTC,5/26/14,579.59333
BTC,5/25/14,533.92999
BTC,5/24/14,512.30833
BTC,5/23/14,522.31
BTC,5/22/14,490.18666
BTC,5/21/14,489.86999
BTC,5/20/14,455.65333
BTC,5/19/14,444.73833
BTC,5/18/14,445.15666
BTC,5/17/14,445.60666
BTC,5/16/14,443.18
BTC,5/15/14,445.045
BTC,5/14/14,438.88
BTC,5/13/14,437
BTC,5/12/14,434.27
BTC,5/11/14,449.74166
BTC,5/10/14,449.04333
BTC,5/9/14,439.04
BTC,5/8/14,442.57666
BTC,5/7/14,428.42593
BTC,5/6/14,418.61831
BTC,5/5/14,432.78748
BTC,5/4/14,438.29035
BTC,5/3/14,441.97833
BTC,5/2/14,453.59833
BTC,5/1/14,454.55666
BTC,4/30/14,444.85668
BTC,4/29/14,432.60498
BTC,4/28/14,426.78166
BTC,4/27/14,452.14829
BTC,4/26/14,448.77834
BTC,4/25/14,469.08816
BTC,4/24/14,487.11333
BTC,4/23/14,487.84
BTC,4/22/14,497.65001
BTC,4/21/14,505.09665
BTC,4/20/14,507.80663
BTC,4/19/14,469.38332
BTC,4/18/14,490.8785
BTC,4/17/14,522.455
BTC,4/16/14,517.09666
BTC,4/15/14,455.28316
BTC,4/14/14,409.03166
BTC,4/13/14,423.51566
BTC,4/12/14,438.24666
BTC,4/11/14,374.59166
BTC,4/10/14,426.98333
BTC,4/9/14,450.48083
BTC,4/8/14,452.81
BTC,4/7/14,456.46948
BTC,4/6/14,462.445
BTC,4/5/14,453.87148
BTC,4/4/14,432.99716
BTC,4/3/14,427.87498
BTC,4/2/14,480.16581
BTC,4/1/14,464.88
BTC,3/31/14,472.4783
BTC,3/30/14,486.80845
BTC,3/29/14,499.24998
BTC,3/28/14,509.70665
BTC,3/27/14,570.54833
BTC,3/26/14,572.49161
BTC,3/25/14,573.34998
BTC,3/24/14,557.16833
BTC,3/23/14,562.95333
BTC,3/22/14,570.36168
BTC,3/21/14,581.33333
BTC,3/20/14,601.015
BTC,3/19/14,616.86665
BTC,3/18/14,617.24333
BTC,3/17/14,630.34833
BTC,3/16/14,632.95333
BTC,3/15/14,628.18751
BTC,3/14/14,636.41414
BTC,3/13/14,631.755
BTC,3/12/14,633.74749
BTC,3/11/14,626
BTC,3/10/14,637.615
BTC,3/9/14,611.1625
BTC,3/8/14,612.33
BTC,3/7/14,651.285
BTC,3/6/14,662.0225
BTC,3/5/14,660.84
BTC,3/4/14,666.1475
BTC,3/3/14,567.7
BTC,3/2/14,560.195
BTC,3/1/14,551.73
BTC,2/28/14,567.2925
BTC,2/27/14,573.1025
BTC,2/26/14,550.6025
BTC,2/25/14,501.155
BTC,2/24/14,572.7675
BTC,2/23/14,622.22
BTC,2/22/14,561.535
BTC,2/21/14,545.7625
BTC,2/20/14,619.8425
BTC,2/19/14,618.79
BTC,2/18/14,634.99
BTC,2/17/14,611.04499
BTC,2/16/14,656.2725
BTC,2/15/14,641.91
BTC,2/14/14,578.4125
BTC,2/13/14,645.615
BTC,2/12/14,665.7975
BTC,2/11/14,694.3125
BTC,2/10/14,700.44843
BTC,2/9/14,668.86463
BTC,2/8/14,692.66914
BTC,2/7/14,748.43559
BTC,2/6/14,802.75333
BTC,2/5/14,844.28836
BTC,2/4/14,847.70697
BTC,2/3/14,856.03366
BTC,2/2/14,854.7225
BTC,2/1/14,847.36383
BTC,1/31/14,841.48914
BTC,1/30/14,832.87399
BTC,1/29/14,832.89496
BTC,1/28/14,830.53133
BTC,1/27/14,887.08337
BTC,1/26/14,858.12641
BTC,1/25/14,834.57416
BTC,1/24/14,838.14997
BTC,1/23/14,864.56116
BTC,1/22/14,874.13266
BTC,1/21/14,873.28916
BTC,1/20/14,881.87583
BTC,1/19/14,838.42916
BTC,1/18/14,834.86666
BTC,1/17/14,842.19173
BTC,1/16/14,874.07416
BTC,1/15/14,853.25666
BTC,1/14/14,863.69888
BTC,1/13/14,873.27168
BTC,1/12/14,916.69666
BTC,1/11/14,892.26115
BTC,1/10/14,847.5325
BTC,1/9/14,860.84166
BTC,1/8/14,855.75933
BTC,1/7/14,962.46447
BTC,1/6/14,970.65083
BTC,1/5/14,871.11583
BTC,1/4/14,813.31748
BTC,1/3/14,804.02719
BTC,1/2/14,769.09849
BTC,1/1/14,768.40783
BTC,12/31/13,744.17249
BTC,12/30/13,752.82022
BTC,12/29/13,717.92623
BTC,12/28/13,734.01166
BTC,12/27/13,758.01016
BTC,12/26/13,702.00083
BTC,12/25/13,659.84333
BTC,12/24/13,671.58116
BTC,12/23/13,647.68316
BTC,12/22/13,595.95883
BTC,12/21/13,649.38965
BTC,12/20/13,693.05883
BTC,12/19/13,553.69166
BTC,12/18/13,654.06266
BTC,12/17/13,653.80483
BTC,12/16/13,868.95316
BTC,12/15/13,848.9975
BTC,12/14/13,889.81946
BTC,12/13/13,911.23204
BTC,12/12/13,866.29003
BTC,12/11/13,967.42866
BTC,12/10/13,916.77599
BTC,12/9/13,841.83966
BTC,12/8/13,689.81
BTC,12/7/13,759.43041
BTC,12/6/13,1004.61633
BTC,12/5/13,1139.33083
BTC,12/4/13,1071.2848
BTC,12/3/13,1028.845
BTC,12/2/13,1019.78966
BTC,12/1/13,1099.51926
BTC,11/30/13,1154.92593
BTC,11/29/13,1068.363
BTC,11/28/13,934.355
BTC,11/27/13,893.1815
BTC,11/26/13,789.36475
BTC,11/25/13,768.8475
BTC,11/24/13,746.19374
BTC,11/23/13,774.18
BTC,11/22/13,681.33
BTC,11/21/13,574.71599
BTC,11/20/13,531.54249
BTC,11/19/13,693.65
BTC,11/18/13,510.6025
BTC,11/17/13,437.29725
BTC,11/16/13,420.21649
BTC,11/15/13,409.10375
BTC,11/14/13,402.954
BTC,11/13/13,357.48
BTC,11/12/13,338.137
BTC,11/11/13,304.97974
BTC,11/10/13,285.8875
BTC,11/9/13,331.10325
BTC,11/8/13,294.48699
BTC,11/7/13,262.32666
BTC,11/6/13,248.25333
BTC,11/5/13,225.02
BTC,11/4/13,210.3075
BTC,11/3/13,200.543
BTC,11/2/13,198.93233
BTC,11/1/13,198.04883
BTC,10/31/13,196.02499
BTC,10/30/13,197.4
BTC,10/29/13,192.75666
BTC,10/28/13,187.15983
BTC,10/27/13,177.6965
BTC,10/26/13,175.03166
BTC,10/25/13,180.355
BTC,10/24/13,200.70166
BTC,10/23/13,188.29716
BTC,10/22/13,177.63333
BTC,10/21/13,164.31499
BTC,10/20/13,160.33883
BTC,10/19/13,152.55183
BTC,10/18/13,142.95166
BTC,10/17/13,137.92333
BTC,10/16/13,142.76333
BTC,10/15/13,133.20333
BTC,10/14/13,135.24199
BTC,10/13/13,126.38333
BTC,10/12/13,125.9275
BTC,10/11/13,125.27966
BTC,10/10/13,125.96116
BTC,10/9/13,124.049
BTC,10/8/13,123.033
BTC,10/7/13,121.795
BTC,10/6/13,120.65533
BTC,10/5/13,121.33866
BTC,10/4/13,118.67466
BTC,10/3/13,108.58483
BTC,10/2/13,125.455
BTC,10/1/13,123.65499
