,date,value
822,2016-10-10,1259.5
823,2016-10-07,1258.75
824,2016-10-06,1254.5
825,2016-10-05,1269.4
826,2016-10-04,1283.3
827,2016-10-03,1313.3
828,2016-09-30,1322.5
829,2016-09-29,1318.1
830,2016-09-28,1322.5
831,2016-09-27,1327.0
832,2016-09-26,1340.5
833,2016-09-23,1338.65
834,2016-09-22,1339.1
835,2016-09-21,1326.1
836,2016-09-20,1313.8
837,2016-09-19,1314.85
838,2016-09-16,1308.35
839,2016-09-15,1310.8
840,2016-09-14,1321.75
841,2016-09-13,1323.65
842,2016-09-12,1324.6
843,2016-09-09,1330.85
844,2016-09-08,1343.4
845,2016-09-07,1348.35
846,2016-09-06,1337.25
847,2016-09-05,1326.35
848,2016-09-02,1324.7
849,2016-09-01,1309.5
850,2016-08-31,1309.25
851,2016-08-30,1318.15
852,2016-08-26,1318.75
853,2016-08-25,1321.3
854,2016-08-24,1327.25
855,2016-08-23,1342.0
856,2016-08-22,1335.9
857,2016-08-19,1346.4
858,2016-08-18,1350.05
859,2016-08-17,1343.35
860,2016-08-16,1344.0
861,2016-08-15,1339.4
862,2016-08-12,1352.2
863,2016-08-11,1355.0
864,2016-08-10,1347.7
865,2016-08-09,1341.0
866,2016-08-08,1336.8
867,2016-08-05,1340.4
868,2016-08-04,1362.75
869,2016-08-03,1358.9
870,2016-08-02,1363.75
871,2016-08-01,1349.65
872,2016-07-29,1342.0
873,2016-07-28,1341.75
874,2016-07-27,1329.0
875,2016-07-26,1323.0
876,2016-07-25,1313.15
877,2016-07-22,1320.75
878,2016-07-21,1321.15
879,2016-07-20,1315.9
880,2016-07-19,1330.9
881,2016-07-18,1334.7
882,2016-07-15,1327.0
883,2016-07-14,1323.6
884,2016-07-13,1342.75
885,2016-07-12,1342.4
886,2016-07-11,1357.1
887,2016-07-08,1354.25
888,2016-07-07,1356.7
889,2016-07-06,1366.25
890,2016-07-05,1350.75
891,2016-07-04,1350.75
892,2016-07-01,1340.0
893,2016-06-30,1320.75
894,2016-06-29,1321.5
895,2016-06-28,1309.7
896,2016-06-27,1324.55
897,2016-06-24,1315.5
898,2016-06-23,1262.15
899,2016-06-22,1264.85
900,2016-06-21,1272.6
901,2016-06-20,1281.8
902,2016-06-17,1290.7
903,2016-06-16,1310.75
904,2016-06-15,1283.3
905,2016-06-14,1287.15
906,2016-06-13,1280.8
907,2016-06-10,1275.5
908,2016-06-09,1263.9
909,2016-06-08,1263.0
910,2016-06-07,1241.0
911,2016-06-06,1244.0
912,2016-06-03,1240.5
913,2016-06-02,1212.4
914,2016-06-01,1214.5
915,2016-05-31,1212.1
916,2016-05-27,1216.25
917,2016-05-26,1223.85
918,2016-05-25,1220.6
919,2016-05-24,1236.85
920,2016-05-23,1245.9
921,2016-05-20,1254.2
922,2016-05-19,1246.25
923,2016-05-18,1272.9
924,2016-05-17,1277.0
925,2016-05-16,1285.75
926,2016-05-13,1265.9
927,2016-05-12,1279.25
928,2016-05-11,1276.85
929,2016-05-10,1262.8
930,2016-05-09,1265.25
931,2016-05-06,1289.0
932,2016-05-05,1280.25
933,2016-05-04,1283.0
934,2016-05-03,1294.0
935,2016-04-29,1285.65
936,2016-04-28,1256.0
937,2016-04-27,1247.4
938,2016-04-26,1241.7
939,2016-04-25,1238.9
940,2016-04-22,1243.25
941,2016-04-21,1249.25
942,2016-04-20,1252.0
943,2016-04-19,1255.4
944,2016-04-18,1234.3
945,2016-04-15,1227.1
946,2016-04-14,1233.85
947,2016-04-13,1245.75
948,2016-04-12,1254.6
949,2016-04-11,1254.75
950,2016-04-08,1239.5
951,2016-04-07,1242.1
952,2016-04-06,1221.4
953,2016-04-05,1231.25
954,2016-04-04,1219.75
955,2016-04-01,1213.6
956,2016-03-31,1237.0
957,2016-03-30,1236.25
958,2016-03-29,1226.0
959,2016-03-24,1221.0
960,2016-03-23,1217.6
961,2016-03-22,1252.5
962,2016-03-21,1244.9
963,2016-03-18,1252.1
964,2016-03-17,1266.5
965,2016-03-16,1228.5
966,2016-03-15,1232.0
967,2016-03-14,1242.75
968,2016-03-11,1264.75
969,2016-03-10,1266.5
970,2016-03-09,1246.4
971,2016-03-08,1267.0
972,2016-03-07,1267.9
973,2016-03-04,1277.5
974,2016-03-03,1250.25
975,2016-03-02,1239.2
976,2016-03-01,1236.5
977,2016-02-29,1234.9
978,2016-02-26,1226.5
979,2016-02-25,1236.0
980,2016-02-24,1250.75
981,2016-02-23,1221.35
982,2016-02-22,1211.0
983,2016-02-19,1231.15
984,2016-02-18,1210.1
985,2016-02-17,1210.0
986,2016-02-16,1209.5
987,2016-02-15,1208.2
988,2016-02-12,1239.75
989,2016-02-11,1241.0
990,2016-02-10,1190.0
991,2016-02-09,1191.0
992,2016-02-08,1193.25
993,2016-02-05,1150.35
994,2016-02-04,1156.35
995,2016-02-03,1132.0
996,2016-02-02,1128.5
997,2016-02-01,1126.5
998,2016-01-29,1111.8
999,2016-01-28,1114.0
1000,2016-01-27,1116.25
1001,2016-01-26,1113.6
1002,2016-01-25,1106.6
1003,2016-01-22,1096.25
1004,2016-01-21,1096.5
1005,2016-01-20,1101.75
1006,2016-01-19,1086.25
